"","fichero","etiquetas"
"2404","26863841_757347014460217_1895545290232954880_n.jpg","Event| Official| Suit| Formal wear| Gesture"
"2405","26863955_165485044072539_1612443143687372800_n.jpg","Event| Suit| Official| Businessperson| Formal wear"
"2406","26863983_118667982276268_2243896214867148800_n.jpg","Event| Community| Photo caption| News| Job"
"2407","26864198_1168632336606270_1020863926113402880_n.jpg","Event| Government| Audience| Official| Building"
"2408","26864866_823710254482427_4922448609057701888_n.jpg","Event| Conference hall| Seminar| News conference| Ceiling"
"2409","26864889_1311577182321112_7549812165675319296_n.jpg","Photo caption| Forehead| Internet meme| Photography| News"
"2410","26864983_143357336332190_1349191945141878784_n.jpg","People| Audience| Crowd| Product| Event"
"2411","26865191_378508555945091_1492106754283012096_n.jpg","Spokesperson| Speech| Job| Sky| Event"
"2412","26865201_211456542736368_1334335094919266304_n.jpg","Suit| Event| Formal wear| Tuxedo| Official"
"2413","26865460_189313124995423_7870133498080657408_n.jpg","Event| Choir| Musical ensemble| Music| Classical music"
"2414","26865560_179171712689464_5712963925734064128_n.jpg","Suit| Social group| Event| Official| Formal wear"
"2415","26866027_215180282362856_9110992972014419968_n.jpg","Auditorium| Audience| People| Concert hall| Musical instrument accessory"
"2416","26866494_387998204978708_1965141459988381696_n.jpg","People| Event| Crowd| Community| Conversation"
"2417","26866604_797665150429280_635369106396151808_n.jpg","Community| Youth| Training| Audience| Event"
"2418","26866668_192086581376523_4680788150979657728_n.jpg","Sky| Event| Official| Businessperson| Speech"
"2419","26867227_1549970111791357_6904881487120695296_n.jpg","White-collar worker| Suit| Gesture| Businessperson| Official"
"2420","26867293_2072001259483084_7543317079907106816_n.jpg","Event| Suit| Official| Formal wear"
"2421","26867517_144888729543844_4967817521131421696_n.jpg","Job| Door"
"2422","26867929_744415035755896_2172791278935212032_n.jpg","Suit| Event| Official| Formal wear| Businessperson"
"2423","26868159_2118408851729189_3320148962647736320_n.jpg","Event| Wedding dress| Ceremony| Dress| Bridal clothing"
"2424","26868753_686640608393200_8411915907047096320_n.jpg","Crowd| People| Sky| Event| Audience"
"2425","26868968_176352323132380_8534654162422464512_n.jpg","Blue| Sky| Text| Font| Electric blue"
"2426","26869008_174615506602436_411439183849062400_n.jpg","Text| Font| Line| Smile"
"2427","26869025_2001043329910348_7629399004886859776_n.jpg","People| Text| Sky| Font| Crowd"
"2428","26869198_402589510189956_2564108442218266624_n.jpg","Event| Official| Suit| Government| Businessperson"
"2429","26869333_2092613037626244_8695998994058313728_n.jpg","Face| Child| People| Facial expression| Smile"
"2430","26869533_1222421871235549_7546925286227443712_n.jpg","Text| Line| Font| Circle| Parallel"
"2431","26869554_1963033497058565_3599841931657478144_n.jpg","Text| Font| Green| Logo| Vehicle registration plate"
"2432","26869641_412824012486398_2623862535501119488_n.jpg","People| Crowd| Event| Human| Suit"
"2433","26869835_585523378452436_3683436357608275968_n.jpg","Event| Military officer| Official| Military rank| Award"
"2434","26870273_386283045132682_963572562783109120_n.jpg","Text| Job| Event| Public speaking| Speech"
"2435","26870526_1724349297585599_7275087159567056896_n.jpg","Sky| Font| Media| Crowd"
"2436","26870646_167656640677272_5450237559307239424_n.jpg","Event| Business| Suit| Speech| Spokesperson"
"2437","26870838_1796871000332920_2450166576217849856_n.jpg","Meal| Dinner| Event| Lunch| Brunch"
"2438","26870842_1797443000561723_1627606422646685696_n.jpg","People| Product| Sky| Crowd| Event"
"2439","26870955_1999498237004970_8599642880241303552_n.jpg","Event| Official| Gesture| Greeting| Suit"
"2440","26871117_2051734558200055_8737398892494061568_n.jpg","Text| Font| Line"
"2441","26871893_184532735632680_1705414196209909760_n.jpg","Event| Lighting| Orchestra| Interior design| Building"
"2442","26871895_515622408806860_6531855941011243008_n.jpg","Crowd| People| Sky| Product| Event"
"2443","26872205_1691801097582222_7047192252061319168_n.jpg","Column| Architecture| Building| Tourist attraction| Tourism"
"2444","26872255_160520254591273_5512490262699442176_n.jpg","Text| Font| Line"
"2445","26872405_135611513907721_7475253985843085312_n.jpg","Text| Font| Line"
"2446","26872586_1367701890031862_2362349883882471424_n.jpg","Text| Font| Line"
"2447","26872920_379979952463880_6883934682510000128_n.jpg","Audience| People| Crowd| Event| Auditorium"
"2448","27573610_317901438700491_2104599988687339520_n.jpg","Event| Official| Management| Businessperson| News conference"
"2449","27573629_151858682188621_6073028196847058944_n.jpg","Event| Fashion| Tartan| Design| Pattern"
"2450","27573996_397616530651226_6990440310853599232_n.jpg","Public speaking| Event| Sky| Text| Orator"
"2451","27574235_2001008540175051_838642246294175744_n.jpg","Flag| Event"
"2452","27574277_149560799088450_3493348655639822336_n.jpg","Veterans day| Memorial day| Banner| Flag Day (USA)"
"2453","27574500_1807486789552032_4745928171906400256_n.jpg","People| Public speaking| Event| Audience| Speech"
"2454","27574544_149427339198351_8702292525601259520_n.jpg","Photo caption| Spokesperson| Photography| Official| Businessperson"
"2455","27575120_149115809130416_8313309118697832448_n.jpg","Transport| Vehicle door| Font| Automotive exterior| Vehicle"
"2456","27575371_2041582332791347_8567363641211355136_n.jpg","Event| Spokesperson| News conference| Official| Speech"
"2457","27576275_162108427913658_834566296560467968_n.jpg","Text| Font| Line"
"2458","27576733_1876462155978553_1991075937105477632_n.jpg","Text| Font| Official| Job| Photo caption"
"2459","27576784_160177178119479_8192104480179748864_n.jpg","Roof| Architecture| Sky| Urban area| Flag"
"2460","27576847_338274369990538_4243376032876331008_n.jpg","Suit| Official| Formal wear| Uniform| Event"
"2461","27576907_393935621065752_7398532933495029760_n.jpg","Job| Businessperson| Official| Employment| Event"
"2462","27577252_578996445803620_5520764165007867904_n.jpg","People| Crowd| Event| Audience| Convention"
"2463","27577284_706969632825204_7127955568714579968_n.jpg","Font| Photo caption| Photography| Advertising| Banner"
"2464","27578463_148019089218550_4918983390788583424_n.jpg","Text| Font| Line"
"2465","27578466_423723608064715_3987046088228995072_n.jpg","Text| Font| Line"
"2466","27579653_332940837215646_3608104675640868864_n.jpg","Event| Ceremony| Hospital| Birth"
"2467","27579802_150491538993418_5502998367795412992_n.jpg","Speech| Public speaking| Spokesperson| Orator| Official"
"2468","27579833_417124815374908_4374303244696944640_n.jpg","People| Audience| Convention| Crowd| Academic conference"
"2469","27580007_147280105957600_5928435507192135680_n.jpg","Text| Job| Font| Adaptation| Employment"
"2470","27580080_259630137907897_7276887532548128768_n.jpg","Text| Font| Line"
"2471","27580270_1366841976795799_7178150830028095488_n.jpg","Luxury vehicle| Vehicle| Car| Limousine| Official"
"2472","27582322_1804132873224504_4274935263588777984_n.jpg","Uniform| Event| Official| Suit| Formal wear"
"2473","27877770_1128453900630794_7319397920548061184_n.jpg","Military officer| Official| Military rank| Uniform| Colonel"
"2474","27878316_706552726399264_4198257362777145344_n.jpg","White-collar worker| White coat| Uniform| Job| Event"
"2475","27878415_2070906143179467_8091921808200040448_n.jpg","Text| Line| Font| Brand| Parallel"
"2476","27878847_551187618588515_3081926874998243328_n.jpg","Police officer| Military officer| Uniform| Official| Military person"
"2477","27879275_344039866079568_4142660140706824192_n.jpg","People| Community| Human| Photo caption| Font"
"2478","27880268_2051310708448249_4433400298177822720_n.jpg","Event| Choir| Government| Official| Uniform"
"2479","27880316_336628050159186_2614794472264826880_n.jpg","Uniform| Suit| Formal wear| Military officer| Official"
"2480","27880465_406902003055711_5203757005461782528_n.jpg","Event| Choir| Official| Crowd| Audience"
"2481","27880888_127036704678195_7108865306667253760_n.jpg","Text| Font| Line| Banner"
"2482","27880888_1999243277068840_7635546696520302592_n.jpg","Text| Font| Line"
"2483","27880966_752523658270405_6593988831995756544_n.jpg","Clothing| Uniform| Outerwear| Military uniform| Coat"
"2484","27881454_2031921317050511_8374668997173444608_n.jpg","Photograph| People| Black-and-white| Monochrome photography| Monochrome"
"2485","27881516_1606410612781741_3486891730656034816_n.jpg","People| Audience| Crowd| Text| Font"
"2486","27890845_168256100562661_2460723189219590144_n.jpg","Event| Audience| Conversation| Crowd| Management"
"2487","27891083_168147330642861_5642356089316966400_n.jpg","News| Photo caption| Spokesperson"
"2488","27891183_2004085733195542_8196507779435855872_n.jpg","Audience| Event| Crowd| Conference hall| Academic conference"
"2489","27891209_2026108920983503_2417374041351389184_n.jpg","People| Event| Community| Team| Official"
"2490","27891791_395808697549665_5859874858346741760_n.jpg","Facial hair| Beard| Moustache| Tie| Event"
"2491","27891952_551325708568780_5547018647253286912_n.jpg","Military rank| Military officer| Official| Gesture| Buzz cut"
"2492","27892375_2053641454910952_8871772523511939072_n.jpg","Event| Fashion| Tourism| Conversation| House"
"2493","27892482_195740751180179_4184987082063609856_n.jpg","Text| Audience| Event| Community| Adaptation"
"2494","27892770_277510379449828_656630517361278976_n.jpg","Architecture| House| Building| Home| Branch"
"2495","27892921_199037717519881_5300836275807322112_n.jpg","Uniform| Official| Military rank| Military officer| Gesture"
"2496","27893147_368733950273681_6042782276939415552_n.jpg","Speech| Public speaking| Event| Stage equipment| Banner"
"2497","27893934_575927629408010_9064141372805611520_n.jpg","Text| Natural foods| Font| Line| Fruit"
"2498","27894278_757106077825899_1102651897409437696_n.jpg","Military rank| Military officer| Gesture"
"2499","28151411_1669245043140569_3236492792247091200_n.jpg","Product| Facial expression| Team sport| Fan| Team"
"2500","28151412_260610051143376_6852796324232822784_n.jpg","Team| Fan| People| Product| Community"
"2501","28151604_234083057135289_7797631928978374656_n.jpg","Event| Community| Performance| Audience| Crowd"
"2502","28152067_1487376318051479_4980267304177631232_n.jpg","Text| Font| Line"
"2503","28152127_152068305466670_9221076806331793408_n.jpg","Forehead| Sky| Photo caption| News| Official"
"2504","28152744_201851787064053_7888440504122081280_n.jpg","Sky| Floor| Furniture| Flooring| Font"
"2505","28152785_517805088590241_5661587015838203904_n.jpg","Military officer| Military rank| Official| Event| Uniform"
"2506","28152859_164991804154599_1589568899488153600_n.jpg","Text| Font| Line| Organism"
"2507","28152916_589599671386584_3143209362458148864_n.jpg","Event| Sky| Crowd| Lighting| Function hall"
"2508","28153137_1985231165083460_3183247575872438272_n.jpg","Clothing| Uniform| Military officer| Military uniform| Military rank"
"2509","28153183_1678432258906646_9031622131003162624_n.jpg","Landmark| Architecture| Classical architecture| Building| Dome"
"2510","28153618_335971160249336_8245316084140343296_n.jpg","Product| Fun| Event| Recreation| Team"
"2511","28153645_148303995863015_2003023836043280384_n.jpg","Public speaking| Spokesperson| Speech| Orator| Event"
"2512","28153871_1579266592108386_6535788580571185152_n.jpg","Event| Official| Government| Management| Suit"
"2513","28153948_2484015628489773_7377645335008509952_n.jpg","Military officer| Military rank| Event| Official| Gesture"
"2514","28154051_1784211685208197_4498371157522644992_n.jpg","News| Forehead| Photo caption| Spokesperson| Businessperson"
"2515","28154227_173747450015802_9122698505947709440_n.jpg","Curtain| Interior design| Room| Event| Furniture"
"2516","28154249_1994945344076755_8377207159636623360_n.jpg","Military rank| Military officer| Uniform| Military uniform| Official"
"2517","28154372_189074355194597_1913118093089964032_n.jpg","Uniform| Suit| Formal wear| Military rank| Tuxedo"
"2518","28154411_552995591749703_4120234110704680960_n.jpg","Flag of the united states| Official| Flag| Veterans day| Flag Day (USA)"
"2519","28155708_407376643044875_2792758778636795904_n.jpg","Face| Text| Chin| Font| Forehead"
"2520","28155904_356288618205246_4482623217550229504_n.jpg","Event| Team"
"2521","28156577_644505362547839_1844631270437421056_n.jpg","Event| Architecture| Building| Altar| Hall"
"2522","28157352_346184442535683_1840007076718313472_n.jpg","Event| Official| Government| Military rank| Military officer"
"2523","28157429_429979410767667_3665025567977111552_n.jpg","Arm| Gesture| Photo caption| Hand| Finger"
"2524","28157453_620376198297432_886187598685405184_n.jpg","Event| Ceremony| Government| House| Official"
"2525","28157752_167098920761215_1640584009928933376_n.jpg","People| Product| Crowd| Font| Fan"
"2526","28157807_2209894269028301_2440756921347604480_n.jpg","Snow| Adaptation| Photo caption| Winter| Recreation"
"2527","28157821_1656734204420994_5968169147295596544_n.jpg","Photography| Conversation| Official| Happy| Long hair"
"2528","28158452_143018879844914_5358666855101759488_n.jpg","Text| Font| Line"
"2529","28158655_2097098947185869_6617370664019951616_n.jpg","Official| Spokesperson"
"2530","28158713_1581191781998391_5062658340421632000_n.jpg","People| Social group| Event| Community| Official"
"2531","28158780_1616364178440204_4937089057353105408_n.jpg","Flag| Event| Official| Spokesperson| Flag of the united states"
"2532","28158855_154109045305540_7939625179871707136_n.jpg","Photo caption| Spokesperson| Official| Job| Businessperson"
"2533","28158912_183547375590866_6072423375257468928_n.jpg","Product| Jacket| Team"
"2534","28427582_160420014613379_8752480537009979392_n.jpg","Suit| White-collar worker| Event| Standing| Businessperson"
"2535","28427665_212774462608146_4401851980977274880_n.jpg","Photo caption| Internet meme| Forehead| Human| Comb over"
"2536","28427781_2002323193371754_7041886086255083520_n.jpg","Light| Sky| Ball| Games"
"2537","28428223_290400538158257_1956916189594648576_n.jpg","Canidae| Dog| Dog breed| Companion dog| Carnivore"
"2538","28428554_120742102090577_9204784805672124416_n.jpg","Text| Font| Line"
"2539","28428893_150452582293936_5955017635312697344_n.jpg","Suit| White-collar worker| Event| Formal wear| Businessperson"
"2540","28429221_199490390816620_5541395036119236608_n.jpg","Text| Font| Banner| Brand| Logo"
"2541","28429284_154576215356806_2643037876555612160_n.jpg","Text| Font"
"2542","28429477_364026764073720_302680346942504960_n.jpg","Suit| Event| Official| News| Spokesperson"
"2543","28430062_143558003131842_7626350291071270912_n.jpg","Event| Meeting| Conversation| Table| Building"
"2544","28432774_152109492131008_8487929767260061696_n.jpg","Police officer| Official| Police| Helmet| Security"
"2545","28432968_328919194296294_3529273978306691072_n.jpg","Event| Design| Interior design| Building| Furniture"
"2546","28433337_413219365771524_8389766464348880896_n.jpg","Text| Font| Line"
"2547","28433481_2021570621388958_8544587438230601728_n.jpg","Text| Font| Line| Banner"
"2548","28433934_1115297231943896_3659950780649046016_n.jpg","Text| Racquet sport| Ping pong| Individual sports| Competition"
"2549","28434078_272109323327058_1854877902764507136_n.jpg","Speech| Official| Public speaking| Spokesperson| Event"
"2550","28434219_205116456907892_4821507518867963904_n.jpg","People| Product| Crowd| Font| Fan"
"2551","28434452_201229570647870_7440084512995803136_n.jpg","News conference| Event| Tie| Businessperson"
"2552","28434567_372898086519332_2686526138414530560_n.jpg","Airplane| Aircraft| Aerospace engineering| Vehicle| Aviation"
"2553","28434916_545075392544336_137485768615526400_n.jpg","Text| Font| Line| Smile"
"2554","28434920_1672230062855194_8596726898095030272_n.jpg","Font| Photo caption| Photography| Black-and-white| Adaptation"
"2555","28434993_2092329407716891_1804187723779538944_n.jpg","People| Crowd| Event| Flag| Team"
"2556","28435118_1338218539613589_5529781659299217408_n.jpg","Aviation| Airplane| Aircraft| Aerospace engineering| Vehicle"
"2557","28435129_334276163732536_8917842597586665472_n.jpg","Text| Font| Line"
"2558","28435182_192487321482647_221169328022618112_n.jpg","Job| Event| Advertising| Speech| Employment"
"2559","28435216_1988842708086640_4705837272128290816_n.jpg","Event| Speech| Job| Public speaking| Veterans day"
"2560","28435756_535868653473231_9221524178715279360_n.jpg","Military uniform| Uniform| Military person| Military officer| Military rank"
"2561","28435832_888892274625779_2537646294009118720_n.jpg","Transport| Military officer| Job| Government agency| Team"
"2562","28435850_983023431863537_2411492667755069440_n.jpg","Job| Spokesperson| Speech| Public speaking| Official"
"2563","28436070_435013316953456_484480110649409536_n.jpg","Photo caption| Businessperson| Internet meme| Photography| Spokesperson"
"2564","28436140_1482132455225210_4343866885939396608_n.jpg","Event| Businessperson| Public speaking| Speech| White-collar worker"
"2565","28436261_565068570532356_6840502929535795200_n.jpg","Furniture| Room| Event| Interior design| Government"
"2566","28436266_157296941747510_4675923494926548992_n.jpg","Text| Font"
"2567","28436339_2343410399218762_4648931227493990400_n.jpg","Font| Event| Job| Public speaking| Photo caption"
"2568","28750921_187720318503312_1062320393563406336_n.jpg","Suit| Event| Photo caption| Formal wear| Tuxedo"
"2569","28751205_734838510043115_5820286830519517184_n.jpg","News| Official| Spokesperson| Television presenter| Newscaster"
"2570","28751994_1956782677917041_2789791235408134144_n.jpg","Text| Sky| Photo caption| Photography| Smile"
"2571","28752310_135992630564269_3219232147613155328_n.jpg","Text| Font| Line"
"2572","28752639_658801354511265_6408910264485281792_n.jpg","Wall| Wood| Architecture| Plywood| Facade"
"2573","28753077_1900144750316245_6605169014119333888_n.jpg","Transport| Photography| Technology| Adaptation| Job"
"2574","28753211_353166488518672_5377263380593639424_n.jpg","Dome| Building| Architecture| Circle| Ceiling"
"2575","28753259_410905956048776_4365500644799283200_n.jpg","Helicopter| Vehicle| Aircraft| Rotorcraft| Aviation"
"2576","28753510_974874642666233_8072469476114694144_n.jpg","Suit| Formal wear| White-collar worker| Businessperson| Job"
"2577","28753634_158165654897780_252056404943175680_n.jpg","Crowd| People| Audience| Fan| Event"
"2578","28753837_177517792885165_152173401421643776_n.jpg","Architecture| Event| Crowd| Memorial"
"2579","28753884_1546416228789895_6580254364101771264_n.jpg","Photo caption| Official| Event| Businessperson| Spokesperson"
"2580","28763678_148413649313840_3318282700573376512_n.jpg","Spokesperson| Speech| Photo caption| Gesture| Event"
"2581","28763762_2005267203133342_4460783098396672000_n.jpg","Event| Government| Official| Team| Businessperson"
"2582","28764989_2056315894637889_3700948077440401408_n.jpg","Text| Font| Logo| Banner| Brand"
"2583","28765106_2055165144724603_7098566125415301120_n.jpg","Social group| Event| Team| Suit| Official"
"2584","28765342_177163576412183_1988242048964100096_n.jpg","Photograph| Snapshot| Black-and-white| Fun| Photography"
"2585","28765490_217781218776649_5422921301016707072_n.jpg","Flag| Event| Tourism| Crowd| Architecture"
"2586","28765941_388221718316770_6183968705341292544_n.jpg","Text| Photo caption| Human| Sky| Official"
"2587","28766073_523827168011101_7609070559602671616_n.jpg","Team| Social group| Event| Games"
"2588","28766573_226341688103958_789589222943096832_n.jpg","Event| Gesture| Conversation| Debate"
"2589","29087124_348602722297413_3594794099544162304_n.jpg","Crowd| People| Fan| Product| Audience"
"2590","29087151_1754743261214074_2602593406479761408_n.jpg","Official| Event| Suit| Formal wear| Businessperson"
"2591","29087328_545871919146491_6312872648263073792_n.jpg","Photo caption| Spokesperson| Gesture| Finger| Speech"
"2592","29087557_421494001633711_7255601653154316288_n.jpg","Event| Friendship| Fun| Suit| Businessperson"
"2593","29087886_150774595617277_373199543824547840_n.jpg","Security| Official| Event| Uniform| Military officer"
"2594","29087950_183910169064268_3786437846689120256_n.jpg","Snow| Winter| Sky| Winter storm| Blizzard"
"2595","29088018_577664745933667_3341812266587652096_n.jpg","Water| Swimming pool| Sky| Font| Leisure"
"2596","29088187_176643812969361_6395536079922921472_n.jpg","Snow| Winter| White| Atmospheric phenomenon| Freezing"
"2597","29088223_870794029791159_6263962338085306368_n.jpg","People| Suit| Standing| Sky| Outerwear"
"2598","29088495_361014694397998_6448789912001970176_n.jpg","Official| Furniture| Event| Table| Military officer"
"2599","29088953_407993266293775_4956794384487022592_n.jpg","Spokesperson| Photo caption| Public speaking| Speech| Job"
"2600","29089241_213678749379616_1387521727940001792_n.jpg","Job| Font| Event| Vehicle"
"2601","29089258_1033506980121537_6877119501419151360_n.jpg","Photo caption| Event| Font| Conversation| Gesture"
"2602","29089343_1685678321495572_2411230146469036032_n.jpg","Text| Human| Sky| Photo caption| Fictional character"
"2603","29089414_2084820148442244_1777614207068405760_n.jpg","Speech| Event| Public speaking| Speaker| Management"
"2604","29089954_761328270730231_3874533102013382656_n.jpg","Event| Room| Team| Crowd| Ceremony"
"2605","29090732_209073823009521_7015092310736109568_n.jpg","Event| Conversation| Employment| Management| Official"
"2606","29092509_209294369804488_5247758472962899968_n.jpg","News| Photo caption| Spokesperson| Official| Event"
"2607","29093336_1874992979197985_6918856782420901888_n.jpg","Scoreboard| Display device| Technology| Electronic device| Sports equipment"
"2608","29093338_439570466478705_9070330867355746304_n.jpg","Photo caption| Event| Official| Speaker| Spokesperson"
"2609","29093615_158815071504049_7400567021416480768_n.jpg","Spokesperson| Job| Speech| Public speaking| Event"
"2610","29094593_1129608107186610_1721332599139336192_n.jpg","Event| Official| Suit| Government"
"2611","29095177_1633703723344486_7425661291261329408_n.jpg","Photo caption| Forehead| Human| Internet meme| Comb over"
"2612","29095578_408870629573771_1079825078239100928_n.jpg","Airplane| Aircraft| Vehicle| Aviation| Air force"
"2613","29401956_1836256130010786_569043244998983680_n.jpg","Photo caption| Spokesperson| Job| Sky| Public speaking"
"2614","29403052_164295094272022_6239805204334641152_n.jpg","Vehicle| Mode of transport| Transport| Aircraft| Helicopter"
"2615","29403231_495861280810822_3579916702198005760_n.jpg","Event| Function hall| Restaurant| Lunch| Conversation"
"2616","29403979_942236265943063_5005196514134327296_n.jpg","Snow| Tree| Branch| Winter| Freezing"
"2617","29414867_385303071949611_4076126480201940992_n.jpg","News| Photo caption| Photography| Spokesperson| Comb over"
"2618","29415164_297791974084282_1500708981071413248_n.jpg","Product| Fence| Team| Uniform| Balcony"
"2619","29415498_590848847936597_5480274795343904768_n.jpg","Construction| Transport| Wall| Construction equipment| Tree"
"2620","29416133_350468865459120_8843147318103375872_n.jpg","Text| Font| Line| Number"
"2621","29416428_1946893798717491_4675534057356918784_n.jpg","Suit| Businessperson| Luxury vehicle| Formal wear| White-collar worker"
"2622","29416536_198822374056215_420109692027535360_n.jpg","Event| Official| Government| Room| Furniture"
"2623","29417459_231100377629023_1738263622213173248_n.jpg","Child| Product| Spring| Toddler| Smile"
"2624","29417819_1595506503897987_1777120668081455104_n.jpg","Photo caption| Event| Spokesperson| Official"
"2625","29417952_156166118384335_5573479571396755456_n.jpg","Text| Font| Illustration| Spring| Line"
"2626","29418002_2046077715660616_6070701836401115136_n.jpg","Photo caption| Public speaking| Orator| Gesture| Pleased"
"2627","29418156_455710534844507_6433566413306200064_n.jpg","Font| Fashion accessory| Banner| Veterans day| Advertising"
"2628","29714694_309496302911834_1446665338866368512_n.jpg","Vehicle| Helicopter| Rotorcraft| Aircraft| Helicopter rotor"
"2629","29715714_204199650182997_4470533172374798336_n.jpg","Public speaking| Speech| Spokesperson| Event| Orator"
"2630","29715735_284429445423955_3178267084551356416_n.jpg","Photo caption| Event| Businessperson| Job| News"
"2631","29715938_1076544212498691_8500004414977736704_n.jpg","Government| Event| Official| Furniture| Court"
"2632","29716345_1715399548573693_1741679834905444352_n.jpg","Event| Logo| Brand"
"2633","29717710_414504832329507_1757585829674352640_n.jpg","Night| Sky| Blue| Landmark| Light"
"2634","29738394_442159862871301_5832880486380208128_n.jpg","Event| Conversation| Collaboration| Job| Meeting"
"2635","29738906_131328654375672_4147819384271798272_n.jpg","Product| Fence| Metal"
"2636","29739095_963913617102282_6372713633029292032_n.jpg","Flower| Spring| Pink| Plant| Botany"
"2637","29739256_223927491495311_1395423196454322176_n.jpg","Flower| Tulip| Petal| Spring| Plant"
"2638","29740037_1780104548716200_1575549353139896320_n.jpg","Transport| Vehicle| Event| Train| Job"
"2639","30076407_1863326047013023_1276002884919492608_n.jpg","Text| Font| Photo caption| Job"
"2640","30077707_2012758735654193_3401560484355244032_n.jpg","Vehicle| Car| Minivan| Family car| Canidae"
"2641","30078006_837911083083349_1121237608173666304_n.jpg","Event| Formal wear| Photography| Suit| Ceremony"
"2642","30078050_571309446566118_7150935396094836736_n.jpg","Official| Management| Event| Businessperson| Employment"
"2643","30078082_2042321686009491_542064996339679232_n.jpg","Naval officer| Uniform| Event| Team| Sailor"
"2644","30078310_210626256372444_2333719597527597056_n.jpg","Photo caption| Event| Official| Spokesperson| News"
"2645","30078432_1952018998206372_4307233555093651456_n.jpg","Suit| Event| Gesture| Formal wear| Tuxedo"
"2646","30078881_938993769616541_3171519712404176896_n.jpg","Military camouflage| Soldier| Military| Army| Uniform"
"2647","30078997_2129997163950975_4482203199813451776_n.jpg","Golf| Golfer| Golf course| Golf equipment| Sport venue"
"2648","30079032_242367966331747_8606175967880151040_n.jpg","Font| Photo caption"
"2649","30079442_603710036655885_2944801041821990912_n.jpg","Youth| Sky| Room| Iron| Design"
"2650","30084844_176495936335378_6084158896652419072_n.jpg","Architecture| Sculpture| Facade| Stone carving| Stock photography"
"2651","30084873_391989534606866_6338239751610433536_n.jpg","Community| Social group| Team| Event| Real estate"
"2652","30084936_1634955953207621_652521724012658688_n.jpg","People| Event| Community| Selfie| Meal"
"2653","30085492_974146299419790_7722360028660760576_n.jpg","Photo caption| Event| Spokesperson| Official| Speech"
"2654","30085609_238873210014696_7063918860461670400_n.jpg","Golf| Recreation| Golfer| Competition event| Golf course"
"2655","30086366_168942790472418_3776384754178326528_n.jpg","People| Crowd| Event| Building| Tourism"
"2656","30086968_1684948268248406_5536960160263569408_n.jpg","Poster| Font| Movie| Book cover"
"2657","30087320_170734526920953_8840804701206216704_n.jpg","Facial expression| People| Photo caption| Media| Event"
"2658","30590190_1644524112306271_3273188254089740288_n.jpg","Government| Event| Uniform| Official| Military rank"
"2659","30590322_422569304880136_2257162346642276352_n.jpg","Event| Official| Ceremony| Flag of the united states| Tradition"
"2660","30590542_142640929915706_4738707365514182656_n.jpg","Airplane| Aerospace engineering| Airliner| Airline| Vehicle"
"2661","30591224_320722045123326_2131629257263153152_n.jpg","Water transportation| Vehicle| Boat| Sea| Watercraft"
"2662","30591480_200217450706876_4497684508216131584_n.jpg","News| Photo caption| Spokesperson| Job| Media"
"2663","30592518_562446424141590_262051858992857088_n.jpg","Photo caption| News| Forehead| Comb over| Spokesperson"
"2664","30592760_172197336928734_3347949250867625984_n.jpg","Event| Room| Furniture| Government| Court"
"2665","30601731_175493609772395_7374994081761460224_n.jpg","Red carpet| Carpet| Flooring| Event| Architecture"
"2666","30602122_162694524410474_1966965992160493568_n.jpg","Army| Military| Soldier| Military officer| Military uniform"
"2667","30602619_2120078664685919_3844098293739028480_n.jpg","Uniform| Event| Fashion| Ceremony| Official"
"2668","30602726_1771977269528851_342448621662240768_n.jpg","Photograph| Yellow| Snapshot| Ceremony| Wedding"
"2669","30604085_2031601843746639_1576843778973499392_n.jpg","Restaurant| Room| Table| Furniture| Building"
"2670","30604427_1774657835911029_1016478618475298816_n.jpg","Vehicle| Aerospace engineering| Airplane| Aviation| Aircraft"
"2671","30604960_374511569712698_6323421534618648576_n.jpg","Event| Ceremony"
"2672","30605196_373355966479936_3212922518532784128_n.jpg","Event| Meal| Official| Lunch| Banquet"
"2673","30605200_2066297856946752_3692721557211185152_n.jpg","Army| Military| Soldier| Military uniform| Military officer"
"2674","30605302_230186700831833_5593320310259580928_n.jpg","Official| Government| Court| Furniture| Event"
"2675","30829565_243430159551415_4680832389142806528_n.jpg","Photo caption| Forehead| Internet meme| News| Comb over"
"2676","30829585_240848636475224_2908363011729129472_n.jpg","White| Black| Photograph| Black-and-white| Standing"
"2677","30829743_647310322266989_4873936983514152960_n.jpg","Room| Furniture| Event| Chair| Interior design"
"2678","30830605_725925071130731_5149696101783175168_n.jpg","Job| Event| Photo caption| Gesture| Official"
"2679","30846353_374083549764389_7693641472138018816_n.jpg","Red| Flag| Tree| Architecture| Ceremony"
"2680","30890531_184183508875926_1118517948982493184_n.jpg","Event| News conference| Team| Businessperson| World"
"2681","30890674_218951332029122_3367373240463785984_n.jpg","Building| Landmark| Estate| Architecture| Mansion"
"2682","30899844_191365481492173_8288247533554106368_n.jpg","Event| Choir| Musical ensemble| Music| Musician"
"2683","30900950_231669754246663_1276842198838542336_n.jpg","Helicopter| Rotorcraft| Aircraft| Vehicle| Helicopter rotor"
"2684","30905341_210845659507340_329507356918415360_n.jpg","Portrait| Painting| Room| Picture frame| Tourist attraction"
"2685","30911974_613919132294947_6502937041444012032_n.jpg","Aircraft| Vehicle| Helicopter| Rotorcraft| Air travel"
